cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,label
4,4,0,4,6,1,0,12,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,14,42,0,0,0,0,0,0,0,14,0,14,0,0,0,0,36,0,0,1
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
2,2,0,2,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,9,0,1
1,2,1,1,1,2,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
2,4,2,2,6,1,0,0,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1
3,6,3,3,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,18,1,0,1
7,7,0,7,1,1,0,3,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,2,0,0,0,0,17,1,0,1
24,25,1,24,23,1,0,51,15,0.8068182,0.0,0.0,11,0,10,1,0,0,10,0,0,0,8,1,0,8,0,0,1,0,0,122,11,1,2,1,0,9,8,26,0,31,2,0,0,0,94,1,1,1
1,2,1,1,15,1,0,8,63,0.8166667,0.0,0.0,15,0,15,0,0,0,15,0,0,0,8,1,0,8,0,0,1,0,0,68,8,0,0,0,0,12,1,9,0,9,0,0,0,0,41,1,0,1
3,5,2,3,9,1,0,0,36,0.0,0.0,0.0,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,1
4,6,2,4,3,2,0,6,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,1,0,0,1,1,4,3,4,0,0,0,0,43,1,1,0
3,4,1,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,1,0,1
2,3,1,2,2,2,0,2,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0
7,8,1,7,7,1,0,12,15,0.5714286,0.0,0.0,7,1,0,1,0,6,6,0,0,0,1,1,0,1,0,0,1,0,6,45,1,0,0,2,0,9,7,18,0,18,1,0,0,1,39,0,0,1
3,4,1,3,7,1,0,20,0,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,1,0,2,51,2,0,0,5,0,7,9,17,0,17,2,0,0,0,51,1,0,1
5,5,0,5,3,2,0,4,3,0.0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,2,0,3,0,7,0,0,0,2,39,0,0,1
4,5,1,4,1,1,0,9,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,1,0,1
4,5,1,4,34,1,0,24,0,0.0,0.0,0.0,34,0,34,0,0,0,34,0,0,0,1,0,0,1,0,0,0,0,0,113,29,0,0,0,0,0,0,3,0,4,0,0,0,0,51,1,0,1
5,6,1,5,11,1,0,18,0,0.0,0.0,0.0,9,0,7,2,0,0,7,0,0,0,1,0,0,1,0,0,1,0,0,91,2,0,2,9,0,8,0,22,2,22,1,0,0,0,46,1,0,1
5,8,3,5,13,1,0,20,2,0.63333327,0.0,0.0,5,0,3,2,0,0,3,0,0,0,6,1,0,6,0,0,6,0,4,55,2,2,3,1,1,3,5,7,0,7,3,0,0,1,97,1,3,1
4,4,0,4,4,1,0,4,0,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,1,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,4,2,0,1,0,0,0,0,15,0,0,0
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
5,7,2,5,10,1,0,0,45,0.0,0.0,0.0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,1
5,7,2,5,22,1,0,25,0,0.4871795,0.0,0.0,13,0,13,0,0,0,13,0,0,0,3,1,0,3,0,0,2,0,5,90,6,0,2,0,0,11,1,7,1,8,1,0,0,1,83,1,7,1
3,5,2,3,3,1,0,2,0,0.25,0.0,0.0,2,1,1,1,0,0,2,0,0,0,2,1,0,2,0,0,2,0,0,22,1,0,0,0,0,0,0,2,0,2,0,0,0,0,14,17,0,0
0,1,1,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
0,0,0,0,1,1,0,0,0,1.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,4,4,4,0,0,0,4,0,0,8,0,0,0,0,0,4,0,4,0,4,0,0,0,0,20,17,0,1
7,7,0,7,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,56,1,0,1
2,2,0,2,1,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0
2,6,4,2,19,1,0,15,0,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,43,2,4,2,0,0,3,4,2,1,2,2,0,0,0,22,0,0,1
2,3,1,2,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0
2,2,0,2,5,2,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,1,0,0,2,0,2,1,2,1,0,0,0,22,1,0,0
5,5,0,5,2,2,0,10,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,2,0,3,1,0,0,1,46,0,0,1
2,4,2,2,6,1,0,13,1,0.5,0.0,0.0,3,0,2,1,0,0,2,0,0,0,2,1,0,2,0,0,1,0,3,28,4,0,1,1,0,3,1,6,1,5,2,0,0,0,47,1,2,1
3,3,0,3,62,1,0,5,1554,0.877193,0.0,0.0,57,0,53,0,4,0,57,0,0,0,1,0,0,0,1,0,0,0,0,234,53,0,4,0,0,97,1,1,2,1,1,0,0,0,40,1036,0,1
3,4,1,3,1,2,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1,7,1,0,0,0,0,1,0,0,0,2,0,0,0,0,10,1,0,0
1,1,0,1,1,1,0,9,0,0.0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,14,4,12,6,12,0,0,0,0,20,1,0,1
6,6,0,6,2,1,0,12,0,0.25,0.0,0.0,2,0,2,0,0,0,2,0,0,0,4,0,0,4,0,0,0,0,0,20,0,0,0,0,0,2,3,5,0,6,0,0,0,0,26,1,0,1
2,2,0,2,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,0,0
0,0,0,0,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,7,1,0,0,0,0,0,1,1,0,1,0,0,0,0,16,10,0,0
2,3,1,2,1,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,3,0,1,0,1,1,0,0,0,27,1,3,0
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
7,12,5,7,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,19,1,0,19,0,0,1,0,0,21,0,0,0,0,0,4,3,1,0,19,0,0,0,0,47,1,0,1
3,6,3,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,400,6,0,1,0,0,0,1,8,0,6,1,0,3,0,24,1,0,1
1,2,1,1,1,1,0,3,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
1,1,0,1,3,2,0,1,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,14,2,0,0,0,0,1,0,2,1,2,0,0,0,0,7,1,0,0
2,3,1,2,2,2,0,2,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,22,1,0,0
9,9,0,9,5,1,0,21,0,0.62857145,0.0,0.0,5,2,0,0,0,5,5,0,0,0,7,6,0,7,0,0,2,0,3,38,0,0,0,0,0,13,8,7,1,7,0,0,0,0,38,0,0,1
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
1,2,1,1,2,1,0,2,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,27,1,0,0
5,5,0,5,5,1,0,15,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,1,0,3,8,10,0,10,1,0,0,0,51,0,0,1
5,5,0,5,2,1,0,2,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,9,1,0,0,0,0,1,0,1,0,1,0,0,0,0,10,9,0,1
0,1,1,0,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,3,0,1,0,1,0,0,0,0,16,1,0,0
1,1,0,1,1,2,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
2,3,1,2,4,1,1,8,0,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,19,1,0,0,0,0,0,2,7,0,7,1,0,0,2,36,1025,0,1
1,3,2,1,6,2,0,1,0,0.44444445,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,2,0,2,1,0,2,0,0,29,0,0,2,0,0,1,4,9,0,3,2,0,0,0,50,1,1,1
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
11,12,1,11,3,1,0,10,0,0.25,,,1,0,1,0,0,0,1,0,0,0,4,0,0,4,0,0,3,0,1,28,4,0,0,2,0,4,0,1,0,5,2,0,0,1,79,1,3,1
3,3,0,3,8,1,0,11,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,50,14,4,14,0,0,0,0,26,0,0,1
2,3,1,2,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0
3,9,6,3,1,1,3,0,0,1.0,,,1,0,1,0,0,0,1,1,0,0,4,0,0,4,0,0,3,0,0,7,0,0,0,0,0,0,0,1,0,4,0,0,0,0,27,1025,0,1
3,4,1,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,1,0,1
2,3,1,2,30,1,0,12,66,0.0,0.0,0.0,12,12,1,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,17,113,15,13,2,0,0,12,46,43,27,26,3,0,0,0,27,1,0,1
2,2,0,2,1,1,0,5,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,2,2,2,0,2,0,0,0,0,11,0,0,0
1,1,0,1,1,2,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
7,13,6,7,8,2,0,8,0,0.6666667,0.0,0.0,4,0,4,0,0,0,4,0,0,0,3,2,0,3,0,0,2,0,0,35,3,1,0,2,2,7,0,4,2,4,3,0,0,0,56,1,2,1
3,4,1,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,1,0,1
0,4,4,0,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
5,7,2,5,5,1,0,5,2,0.5,0.0,0.0,4,0,3,1,0,0,3,0,0,0,2,0,0,2,0,0,2,0,1,19,1,0,0,0,0,1,0,2,0,2,1,0,0,0,24,1,1,1
5,5,0,5,9,1,0,0,12,0.6666667,0.0,0.0,9,0,9,0,0,0,9,0,0,0,4,0,0,4,0,0,0,0,0,37,9,0,0,0,0,5,0,4,2,4,0,0,0,0,26,25,0,1
1,2,1,1,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0
3,3,0,3,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,1,0,0
1,1,0,1,4,1,0,9,0,0.0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,12,7,2,2,2,1,0,0,0,14,1,0,1
1,4,3,1,6,1,0,0,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,1
3,4,1,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,1,0,1
0,1,1,0,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
3,3,0,3,84,1,0,5,3039,0.9113924,0.0,0.0,79,0,75,0,4,0,79,0,0,0,1,0,0,0,1,0,0,0,0,322,75,0,4,0,0,137,1,1,2,1,1,0,0,0,44,1036,0,1
5,5,0,5,3,1,0,12,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,23,43,21,0,21,0,0,0,3,22,0,0,1
5,5,0,5,5,1,0,7,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,47,5,0,0,5,0,12,0,16,4,16,1,0,0,0,51,1,0,1
1,2,1,1,1,1,0,3,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
2,3,1,2,5,1,0,3,1,0.0,0.0,0.0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,22,2,1,2,0,0,1,29,10,6,4,1,0,0,0,13,1,0,0
1,1,0,1,1,1,0,8,0,0.0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,6,5,5,5,5,0,0,0,0,12,1,0,1
3,3,0,3,5,2,0,10,0,0.2,0.0,0.0,5,0,4,0,1,0,5,0,0,0,1,0,0,1,0,0,1,0,0,19,3,0,0,0,1,1,1,1,1,2,0,0,0,1,19,10,0,1
6,6,0,6,2,2,0,1,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,10,1,0,0,0,0,2,0,1,1,1,0,0,0,0,21,1,0,1
5,11,6,5,5,1,0,18,0,0.0,0.0,0.0,4,0,1,0,0,3,4,0,0,0,1,0,0,1,0,0,1,0,1,35,0,1,0,0,0,0,4,11,0,12,2,0,0,3,88,1024,0,1
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
5,5,0,5,3,1,0,3,0,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,2,2,0,1,0,0,0,0,15,0,0,1
2,4,2,2,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,1,0,0
3,5,2,3,11,1,0,13,10,0.5625,0.0,0.0,8,0,4,4,0,0,4,0,0,0,2,0,0,0,2,0,0,0,2,45,0,2,0,1,0,2,2,6,1,4,1,0,0,0,85,1,3,1
5,8,3,5,15,1,1,13,25,0.71999997,0.0,0.0,10,0,2,2,0,6,8,2,0,0,5,0,0,5,0,0,3,0,0,55,3,2,2,1,0,1,3,10,0,8,3,0,0,0,56,1025,0,1
5,6,1,5,3,1,0,4,1,0.5,,,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,12,3,0,0,0,0,0,0,1,0,1,1,0,0,0,21,1,0,1
1,2,1,1,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,18,1,0,0
2,4,2,2,24,1,0,1,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,63,6,4,14,0,0,0,0,25,0,9,3,0,0,0,17,0,0,1
3,3,0,3,88,1,0,5,3361,0.91566265,0.0,0.0,83,0,79,0,4,0,83,0,0,0,1,0,0,0,1,0,0,0,0,338,79,0,4,0,0,145,1,1,2,1,1,0,0,0,45,1036,0,1
4,8,4,4,8,1,0,6,0,0.35714287,0.0,0.0,7,0,6,1,0,0,6,0,0,0,2,0,0,2,0,0,1,0,1,29,1,1,0,0,0,0,3,3,2,2,1,0,0,0,53,1,0,1
3,3,0,3,2,2,0,4,0,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,1,0,0,11,2,0,0,0,0,1,0,2,0,2,0,0,0,0,14,0,0,0
0,0,0,0,1,1,0,9,0,0.0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,11,5,7,9,7,0,0,0,0,10,1,0,1
5,5,0,5,2,1,0,5,0,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,1,0,0,11,0,0,0,0,0,1,0,2,0,2,0,0,0,0,17,0,0,1
5,7,2,5,6,1,0,8,0,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,2,31,0,1,0,2,0,2,2,4,1,4,2,0,0,0,41,1,3,1
2,2,0,2,2,1,0,6,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,1,0,1,1,0,0,0,12,0,0,0
4,6,2,4,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0
5,5,0,5,2,1,0,3,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,32,1,0,1
3,6,3,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,712,6,0,1,0,0,0,1,8,0,6,1,0,3,0,23,1,0,1
3,5,2,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,512,6,0,1,0,0,0,1,8,0,6,1,0,3,0,23,1,0,1
4,6,2,4,9,1,0,15,0,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,40,0,2,3,0,0,7,1,17,0,14,2,0,0,0,40,1,0,1
0,0,0,0,1,4,0,0,0,1.0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,25,1,0,1
5,7,2,5,6,2,0,13,3,0.0,0.0,0.0,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,30,2,3,0,0,3,0,10,14,1,13,2,0,0,2,34,1,0,1
4,4,0,4,4,1,0,4,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,9,48,15,0,9,0,0,0,0,21,0,0,0
1,3,2,1,10,1,0,7,0,0.14285715,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,26,5,0,1,0,0,0,3,1,2,1,1,0,0,0,16,0,0,1
2,2,0,2,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,20,1,0,0
1,3,2,1,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
10,10,0,10,1,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7,1,0,0,0,0,6,0,1,0,2,0,0,0,0,15,1,0,1
3,3,0,3,1,1,0,7,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,35,0,0,0
4,4,0,4,9,1,0,18,0,0.26666668,0.0,0.0,9,0,0,0,0,9,9,0,0,0,5,0,0,5,0,0,5,0,9,62,0,0,0,0,0,2,8,7,0,7,0,0,0,0,49,0,0,1
2,3,1,2,2,1,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,1,0
2,2,0,2,3,1,0,2,0,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,1,0,0,15,0,0,0,0,0,6,0,4,0,4,0,0,0,0,18,0,0,0
3,3,0,3,74,1,0,5,2304,0.89855075,0.0,0.0,69,0,65,0,4,0,69,0,0,0,1,0,0,0,1,0,0,0,0,282,65,0,4,0,0,119,1,1,2,1,1,0,0,0,44,1036,0,1
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
1,5,4,1,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0
5,5,0,5,2,2,0,5,0,0.16666667,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,2,17,0,0,0,0,0,8,0,5,2,5,0,0,0,2,52,1,0,1
5,10,5,5,9,1,0,9,4,0.6666667,0.0,0.0,4,0,0,0,0,4,4,0,0,0,3,0,0,0,0,3,0,0,0,44,3,1,0,0,0,0,8,8,2,6,2,0,0,0,40,1,0,1
3,3,0,3,3,2,0,7,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,3,0,3,1,0,0,0,19,0,0,0
5,5,0,5,2,1,0,7,0,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,3,2,0,3,0,0,2,0,0,19,0,0,0,0,0,2,0,7,0,7,0,0,0,0,65,0,0,1
12,12,0,12,9,1,0,22,0,0.4,0.0,0.0,5,0,5,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,51,6,0,3,0,0,1,5,10,1,13,3,0,0,0,35,1,0,1
13,13,0,13,5,1,0,15,0,0.25,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,1,27,2,1,0,0,0,16,0,2,2,4,1,0,0,0,32,1,0,1
15,15,0,15,9,1,0,10,0,0.25,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,46,9,0,0,0,0,20,3,6,0,8,1,0,0,0,36,1,0,1
3,3,0,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,1,0,1
